260	01.33
270	01.33
280	01.42
290	01.44
300	01.31
310	01.46
320	01.63
330	01.71
340	01.71
350	01.65
360	01.70
370	01.75
380	01.72
390	01.78
400	01.82
410	01.81
420	01.96
430	01.90
440	01.92
450	02.04
460	02.08
470	02.10
480	02.15
490	02.32
500	02.28
510	02.29
520	02.32
530	02.24
540	02.33
550	02.61
560	02.69
570	02.55
580	02.57
590	02.93
600	02.85
610	02.93
620	02.92
630	02.90
640	02.99
650	02.96
660	03.21
670	03.13
680	03.12
690	03.18
700	03.08
710	03.19
720	03.24
730	03.49
740	03.17
750	03.46
760	03.35
770	03.24
780	03.36
790	03.29
800	03.34
810	03.70
820	03.59
830	03.78
840	03.83
850	03.51
860	03.72
870	03.96
880	03.86
890	03.99
900	04.10
910	04.05
920	04.37
930	04.19
940	04.29
950	04.17
960	04.54
970	04.63
980	04.45
990	04.45
1000	04.51
1010	04.80
1020	04.64
1030	04.71
1040	04.91
1050	04.84
1060	04.74
1070	04.75
1080	04.85
1090	05.05
1100	05.03
1110	05.23
1120	05.14
1130	05.10
1140	05.05
1150	05.34
1160	05.11
1170	05.20
1180	05.36
1190	05.75
1200	05.98
